Address Code,Address Title,Address Line 1,Address Line 2,City/Town,Postal Code,Country,GST Category,Origin Address,State
SKDU,JHAJJAR,"RELIANCE RETAIL LIMITED, JHAJJAR REWARI RO, NH 71 NEW NH 352 CHAINAGE RD 401 370, VILLAGE GHIJAROD JHAJJAR",124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
SKDX,RRL 20 CUBE WAREHOUSING & DISTRIBUTION LTD INDORE,CORPORATE SECTOR PLOT NO 1 JRG LOGISTIC PARK DAKACHYA AB ROAD INDORE MADHYA PRADESH,453771,INDORE,,India,Unregistered,TRUE,Gujarat
SKFU,DIGITAL DC BHOPAL,BHOPAL,464993,BHOPAL,,India,Unregistered,TRUE,Gujarat
SKFY,SMART HUB SITAPURA RRL,"GODOWN NO. 5678, CENTRAL WAREHOUSE CORPORATION, PLOT NO: SP1 RIICO INDUSTRIAL AREA, JAIPUR, RAJASTHAN",302022,JAIPUR,,India,Unregistered,TRUE,Gujarat
SKHC,DHANBAD,"RELIANCE RETAIL LTD, NH2, GODOWN NO 3, GOVINDPUR ROAD DHANBAD",828109,DHANBAD,,India,Unregistered,TRUE,Gujarat
SKHR,CC JIVANNAGAR SIRSA,"SARKAR KINOOW PLANT, RIICCO INDUSTRIAL AREA, NEAR KISAN KANTA, SHRIGANGANAGAR, RAJASTHAN",335001,SHRIGANGANAGAR,,India,Unregistered,TRUE,Gujarat
SKML,SMART HUB MUNDKA,MUNDKA,110041,DELHI,,India,Unregistered,TRUE,Gujarat
SL07,"RRL, HOWRAH","RELIANCE RETAIL LIMITED, RRL HOWRAH SHADOW FAX DC, HOWRAH, WEST BENGAL",711302,HOWRAH,,India,Unregistered,TRUE,Gujarat
SL1L,RELIANCE RETAIL LTD TRENDS,"INDUSTRIAL PLOT, VILLAGE DADRI TOE, JHAJJAR, HARYANA",124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
SL1Q,PGB NORTH-UP-SIKANDRABAD,"DAMCO INDIA PVT LTD, VRY LOGISTICS PARK, SIKANDRABAD, DEHAT NEAR SIRONDHAN, MOD SIKANDRABAD, BULANDSHAR, UTTAR PRADESH",203205,SIKANDRABAD,,India,Unregistered,TRUE,Gujarat
SL24,STO CHHINDWARA,CHHINDWARA,480001,CHHINDWARA,,India,Unregistered,TRUE,Gujarat
SL43,BURHANPUR,CENTRAL WAREHOUSE GODOWN NO 1 BHADURPUR ROAD,450331,BURHANPUR,,India,Unregistered,TRUE,Gujarat
SL47,SMART HUB AURANGABAD RRL,"RELIANCE RETAIL LIMITED CENTRAL WAREHOUSE PLOT NO 91 MIDC AREA CHIKALTHANA, AURANGABAD",431003,AURANGABAD,,India,Unregistered,TRUE,Gujarat
SL4C,DISTRIBUTION CENTRE; INDOSPACE INDUSTRIAL PARK,"BUILDING NO. B-700, PLOT NO. D-223/4, CHAKAN MIDC PHASE- II, VILLAGE - BHAMBOLI, PUNE RURAL (MAHARASHTRA)",410501,PUNE,,India,Unregistered,TRUE,Gujarat
SL54,GWALIOR,"PLOT NO 72 & 73, GOSPURA INDUSTRIAL AREA, BEHIND CIMMCO STEEL FOUNDRY GOLE KA MANDIR BIRLA NAGAR, GWALIOR",474004,GWALIOR,,India,Unregistered,TRUE,Gujarat
SL55,MANDSAUR,"RUCHI WAREHOUSE VILL. AJIJKHEDI NEAR MPT HIGHWAY MHOW NEEMUCH ROAD, MANDSAUR",458001,MANDSAUR,,India,Unregistered,TRUE,Gujarat
SL61,JABALPUR,SMART FC JABALPUR KATANGI BY PASS ROAD JABALPUR,482002,JABALPUR,,India,Unregistered,TRUE,Gujarat
SL75,SMART FC NARSINGHPUR,"KRISHI UPAJ MANDI CAMPUS, CWC NARSINGHPUR, MP",487001,NARSINGHPUR,,India,Unregistered,TRUE,Gujarat
SL9I,RELIANCE RETAIL LTD VILLAGE,RELIANCE RETAIL LIMITED VILLAGE DUGRI HADBAST 220 TEHSIL PAYAL NEAR TIBBE WALA PULL,143526,LUDHIANA,,India,Unregistered,TRUE,Gujarat
SL9T,RRL SULTANPUR TRENDS DC,"INDUSTRIAL PLOT N1 STREET NIMANA SECTOR 5 TEHSIL BADLI, DISTT. JHAJJAR HARYANA",124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
SLA8,RRL-TRENDS DC-NAGPUR,"MAYUR LOGISTICS PARK KALMESHWAR ROAD, NIMJI MAUZA- NIMJI, NAGPUR",441501,NAGPUR,,India,Unregistered,TRUE,Gujarat
SLAD,SMART HUB AMRAVATI RRL,CENTRAL WAREHOUSING CORPORATION WARD NO 21 AMRAVATI,444601,AMRAVATI,,India,Unregistered,TRUE,Gujarat
SLAH,SMART HUB JODHPUR RRL,"CENTRAL WAREHOUSE, KHASRA NO 51/4 51/5 SALAWAS JODHPUR RD, TANAWARA, JODHPUR",342013,JODHPUR,,India,Unregistered,TRUE,Gujarat
SLAJ,"RRL, NANDED","RELIANCE RETAIL LIMITED CENTRAL WARE HOUSE CORPORATION BLOCK 178, BHAYGAON ROAD TUPPA NANDED",431603,NANDED,,India,Unregistered,TRUE,Gujarat
SLBO,RUCHI INFRASTRUCTURE LTD,"KHASRA NO 75 TO 79 AND 161168& 173, VILLAGE SARISTAL, SATNA PANNA ROAD SATNA (M.P.)",485441,SATNA,,India,Unregistered,TRUE,Gujarat
SLC2,SMART HUB DHAR,VILLAGE UTAWAD,454001,PITHAMPUR,,India,Unregistered,TRUE,Gujarat
SLCS,RRL MH NAGPUR SWC PL DC,"RELIANCE RETAIL LIMITED, SARDA WAREHOUSING PLOT NO 4 KH, NO 18/4/A P.H NO 24 TH.KAMPTEE, DIST-NAGPUR MAHARASHTRA, NAGPUR",441001,NAGPUR,,India,Unregistered,TRUE,Gujarat
SLDN,SMART HUB SATARA RRL,"RELIANCE RETAIL LTD, MSWC PLOT NO -4 SATARA NEW MIDC, SATARA, MAHARASHTRA",415004,SATARA,,India,Unregistered,TRUE,Gujarat
SLE9,BADLI,BUILDING NO B 1100 INDOSPACE INDUSTRIAL PARK PVT LTD BADLI VLG PAHASOUR FAIZABAD,124105,BADLI,,India,Unregistered,TRUE,Gujarat
SLEB,RRL MH NAGPUR OCLP6 GROCERY DC,RELIANCE RETAIL LIMITED C/O UNIT NO-6 OCLP KHASARA NO 17 PATWARI HALKA-72 MOUZA SHIVMADKA MOUZA KOTEWADA TAHSIL-HINGNA NAGPUR,441122,NAGPUR,,India,Unregistered,TRUE,Gujarat
SLEI,"SMART HUB KOTA, RRL","CWC WAREHOUSE, ROAD NO. 1, INDRAPRASTH IND. AREA, NEAR DAKANIA RAILWAY STATION, KOTA",324005,KOTA,,India,Unregistered,TRUE,Gujarat
SLEW,"RELIANCE RETAIL LTD, RAIPUR",KHASRA NO 681/1 684/1 684/2 684/3 684/4 684/5 684/6 684/7 & 687/2 PH NO 23 NEAR FLYOVER RING ROAD NO 3 VLG TEKARI RAIPUR,493111,RAIPUR,,India,Unregistered,TRUE,Gujarat
SLGC,RRL CDIT PUNE INTERIM DC,"RELIANCE RETAIL LIMITED, MH-DC-PUN-019, SANGHAR WAREHOUSING SURVEY NO 27, SITUATED AT VILLAGE LONIKAND, TAL HAVELI DIST, PUNE",412216,PUNE,,India,Unregistered,TRUE,Gujarat
SLHA,SMART HUB JHANSI FCPL,SMART HUB JHANSI FCPL,284001,JHANSI,,India,Unregistered,TRUE,Gujarat
SLHD,NANDURBAR,NANDURBAR,425412,NANDURBAR,,India,Unregistered,TRUE,Gujarat
SLJ1,KOLHAPUR,"GATE NO323, 324 AMBAP CROSSING WATHAR TURF VADGAON PUNE BANGLORE HIGHWAY",416012,KOLHAPUR,,India,Unregistered,TRUE,Gujarat
SLJ2,RRL RAJPURA,"PRAGATI WAREHOUSE LLP BANUR SHAMBHU ROAD VILL- RAJGARH, DIST. RAJPURA PATIALA, PUNJAB",140401,RAJPURA,,India,Unregistered,TRUE,Gujarat
SLJR,STO MIRAJ,"RELIANCE RETAIL LTD. CWC MIRAJ P-8, BLOCK-C CENTRAL WAREHOUSING CORPORATION, MIRAJ. MAHARASHTRA",416410,MIRAJ,,India,Unregistered,TRUE,Gujarat
SLLL,HINGANGHAT,"SURVEY NO 119 54/1 GODOWN NO 4 & 5 BORGAON, NANDGAON, TAH, HINGANGHAT, HINGANGHAT, MAHARASHTRA",442301,HINGANGHAT,,India,Unregistered,TRUE,Gujarat
SLLM,RRL DIGITAL CDIT SILIGURI DC,MOUZA BINNAGURI PO BHAKTINAGAR NEAR CANNEL ROAD SAHUDANGI,735135,SILIGURI,,India,Unregistered,TRUE,Gujarat
SLLR,SAHARANPUR,"CWC, SAHARANPUR",247001,SAHARANPUR,,India,Unregistered,TRUE,Gujarat
SLLT,RELIANCE RETAIL LTD PATNA,RAM KRIPAL SINGH CAMPUS BASTHAR SABALPUR PATNA-800009,800009,PATNA,,India,Unregistered,TRUE,Gujarat
SLM2,QWIK SUPPLY CHAIN PVT LTD,"QWIK SUPPLY CHAIN PVT LTD. GATI REALTORS P L, S NO 471TO476, MOUZA KHUMARI PSK12, KHASRANO41-43, MOUZA KOKARDA KHUMARI, KAMLESHWAR NAGPUR, MAHARASHTRA(27)",441502,NAGPUR,,India,Unregistered,TRUE,Gujarat
SLM3,INDORE HUB,"DISTRIBUTION CENTRE SHRI VINAYAK LOGISTICS SY NO 135/1136/1141/1/1 & 142/1/2 AB RD VILLAGE BARODA ARJUN TEHSIL SANWER INDORE, MADHYA PRADESH",453771,INDORE,,India,Unregistered,TRUE,Gujarat
SLM4,UNITY LOGISTICS PARK,UNITY LOGISTICS PARK NEAR KATANGI BYPASS JABALPUR MP,482002,JABALPUR,,India,Unregistered,TRUE,Gujarat
SLNC,SMART HUB JALNA RRL,"RELIANCE RETAIL LIMITED BAGDIYA WAREHOUSE GATE NO -14, VILLAGE-DEVMURTI TALUKA & DISTRICT - JALNA",431203,JALNA,,India,Unregistered,TRUE,Gujarat
SLOR,RRL DEHRADUN KUAWALA DIGITAL DC,KHASARA235 KHASARA NO 235 CH OPP TITAN I RELIANCE RETAIL LTD CO KANDARP TRADELINK KAUAWALA HARIDWAR ROAD DEHRADUN DEHRADUN UTTARANCHAL,248001,DEHRADUN,,India,Unregistered,TRUE,Gujarat
SLPB,SMART HUB NEEMUCH,"RRL SURVEY NO. 711, 712, 713/1/2/3 & 37, 38 VILL SEMLI CHOUDHRY & JAMUNIYAKALAN MHOW-NEEMUCH ROAD DIST NEEMUCH",458441,NEEMUCH,,India,Unregistered,TRUE,Gujarat
SLQW,DHULE,"PLOT F-1, RELIANCE RETAIL & PROPERTY LIMITED, PLOT NO F-1, MIDC ADDITIONAL INDUSTRIAL AREA, AVDHAN, DHULE, MAHARASHTRA",424006,DHULE,,India,Unregistered,TRUE,Gujarat
SLR2,RELIANCE BRANDS LTD - MOTHERCARE,"SWARA BABY PRODUCTS PVT LTD, PLOT NO 598 599 SECTOR 3, INDUSTRIAL AREA PITHAMPUR, DHAR",454775,PITHAMPUR,,India,Unregistered,TRUE,Gujarat
SLSO,"AKOLA , MAHARASHTRA","WH BEARING NO 1A1B 2A 2B 3C, SURVEY NO 59 1B, GRAMPANCHAYAT, HOUSE NO. 706, MOUZA RIDHORA, TEHSIL BALAPUR, AKOLA, MAHARASHTRA",444302,AKOLA,,India,Unregistered,TRUE,Gujarat
SLTM,RRL VF JPR CHOMU PL DC,RELIANCE RETAIL LIMITED SHREE SHYAM LOGISTICSSURVEY NO 685/2 690/2 690/2 686/1 688/1 VILLAGE HATHNODA TEHSIL CHOMU DIST JAIPUR JAIPUR,303702,CHOMU,,India,Unregistered,TRUE,Gujarat
SLTO,RRL DC BUILDING NO B 1000 INDOSPACE,"""INDUSTRIAL, JHAJJAR BADLI ROADPAHASOUR"" FAIZABAD PO BADLI BADLI JHAJJAR",124105,JHAJJAR,,India,Unregistered,TRUE,Gujarat
SLUI,RRL VF KHARGONE PL DC,"RELIANCE RETAIL LIMITED, MEWARA AGRO SERVICES KHASRA NO 208/3/2, VILLAGE KHALBUJURG TEHSIL, KHASRAWAD DIST KHARGONE, KHARGONE",451660,KHARGONE,,India,Unregistered,TRUE,Gujarat
SLW5,"RRL, KULANA PATAUDA","RELIANCE RETAIL LIMITED, RRL VF HR KULANA PL DC, VILLAGE KULANA PATAUDA",124108,JHAJJAR,,India,Unregistered,TRUE,Gujarat
SLX2,SMART HUB SAGAR,"MADHYA PRADESH-RRL SY NO 21, 22, 23 SAGAR",470002,SAGAR,,India,Unregistered,TRUE,Gujarat
SLX9,TO RRL MP ASHTA JLCH WH PL DC,"JEETMAL LAXMI CHAND WH KHASRA NO 128, BHOPAL ROAD INDORE BHOPAL HIGHWAY, JATAKHEDA JOD DIST SEHORE",466116,SEHORE,,India,Unregistered,TRUE,Gujarat
SM1B,RRL-CDIT-JAMMU-INTERIM,PHASE 2 SIDCO INDUSTRIAL COMPLEX BARI BARAHMANA,180010,JAMMU,,India,Unregistered,TRUE,Gujarat
SN9J,RELIANCE RETAIL LTD MUNDKA,"PLOT NO. 62/4/1, 62/3 NETAJI SUBHASH VIHAR, TIKRI KALA, ROTHAK ROAD, MUNDKA, NARELA ZONE, NEW DELHI",110041,DELHI,,India,Unregistered,TRUE,Gujarat
SN9O,RRL VF WB HWH ISLAMPUR PCS,RELIANCE RETAIL LIMITED AAPB PROPERTIES LLP AMTA IND PARK 2 MOUZA & VILLAGE ISLAMPUR PO ISLAMPUR P S JAGATBALLAVPUR JL NO 76 HOWRAH HOWRAH,711401,HOWRAH,,India,Unregistered,TRUE,Gujarat
SQ1N,RRL VF UP PAKHANA PL DC,SUSHIL KUMAR GODOWNGD NO 04 KHEWAT NO 323 KHATAUNI NO 380 VILLAGE PAKHANA TEHSIL NILOKHER,132116,NILOKHERI,,India,Unregistered,TRUE,Gujarat
ST4S,RELIANCE CONSUMER PRODUCTS LTD VILLAGE KULANA,"PATAUDA, HR",124108,JHAJJAR,,India,Unregistered,TRUE,Gujarat
STEELCO,FOOTCARE,"C-32 SITE C UPSIDC INDUSTRIAL AREA, SIKANDRA, AGRA",282007,AGRA,,India,Unregistered,TRUE,Gujarat
SU90,RRL JAIPUR,JAIPUR,302001,JAIPUR,,India,Unregistered,TRUE,Gujarat
SUTT,"BUILDING NO. B400, INDOSPACE","BUILDING NO. B400, INDOSPACE PHASE 2, KUNNAVAKKAM, WALAJABAD BLOCK, KANCHIPURAM CHENNAI",631604,CHENNAI,,India,Unregistered,TRUE,Gujarat
SV9W,JAI BHAGWAN COMPLEX,"JAI BHAGWAN COMPLEX, WAREHOUSE NO.D-1, PREMISES 456, VAHULI VILLAGE BHIWANDI DIST THANE-",421302,BHIWANDI,,India,Unregistered,TRUE,Gujarat
SXKK,"CDIT DC, CARRYFAST LOGISTICS PVT LTD, RAIPUR","RELIANCE RETAIL LIMITED V S LOGISTICS PARK, NEAR RING ROAD NO.3, VILLAGE-TULSI, BARADERA AREA, RAIPUR, CHHATTISGARH",492101,RAIPUR,,India,Unregistered,TRUE,Gujarat
SZBE,RRL VF RJ JP GEETA PL DC,"GEETA COLD STORE B112 A, ROAD NO 9 VKI JAIPUR",302013,JAIPUR,,India,Unregistered,TRUE,Gujarat
SZBL,QWIK SUPPLY CHAIN PVT LTD,"SZBL PORTICO DC JHAJJAR, QWIK SUPPLY CHAIN PRIVATE LTD, REWARI ROAD NH 71 NEW NH 352 CHAINAGE RD 401 370, VILLAGE GHIJAROD, RAIPUR, JHAJJAR",124103,JHAJJAR,,India,Unregistered,TRUE,Gujarat
T0RJ,METRO PIPLIYA KUMHAR INDORE,"NEAR NIRANJANPUR CIRCLE, DEWAS NAKA VILLAGE PIPLIYA KUMHAR, INDORE, MADHYA PRADESH",452010,INDORE,,India,Unregistered,TRUE,Gujarat
T2E4,METRO CASH & CARRY INDIA PVT LTD (RELIANCE RETAIL,"KHEWAT NO. 3, KHATAUNI NO 6, VILL BIR BAHADURGARH",147021,PATIALA,,India,Unregistered,TRUE,Gujarat
T2IU,BHOPAL,"ASHIMA MALL, NARMADAPURAM RD, DANISH NAGAR, BAWARIA KALAN, BHOPAL, MADHYA PRADESH",462026,BHOPAL,,India,Unregistered,TRUE,Gujarat
T2KH,STORE JAIPUR SITAPURA,"GODWON 5, 6, 7, 8, PLOT NO SP1, CWC RIICO IND AREA, SITAPURA II",302022,JAIPUR,,India,Unregistered,TRUE,Gujarat
T2OS,M/S SHRI VINAYAK INDUSTRIES,"INFRONT OF RIICO INDUSTRIAL AREA, GRAM GOHANA BEAWAR, RAJASTHAN",305901,BEAWAR,,India,Unregistered,TRUE,Gujarat
T2OW,STORE KOTA,"GODOWN 1A, 1B, 1C CENTRAL WAREHOUSE, NR DAKNIA RAILWAY STATION KOTA II, KOTA, LADPURA(RAJASTHAN)",324005,KOTA,,India,Unregistered,TRUE,Gujarat
T2OX,SMART HUB UDAIPUR RRL,"CENTRAL WAREHOUSE, GODOWN NO 1A 1B &3, OPP FCI DEPOT UDAIPUR DEPOT",313001,UDAIPUR,,India,Unregistered,TRUE,Gujarat
T2QC,CWC,"CWC GODAWOON WARD NO.21, RAMPURI CAMP, VILAS NAGAR ROAD, AMRAVATI",444604,AMRAVATI,,India,Unregistered,TRUE,Gujarat
T2QD,AURANGABAD METRO CASH & CARRY INDIA PVT LTD (RELIA,"PLOT NO 91, CHIKHALTHANA MIDC AURANGABAD",431210,AURANGABAD,,India,Unregistered,TRUE,Gujarat
T2QI,STORE NANDURBAR,"RAMDEVJI WAREHOUSE PALASHI, GHULI GAON, NANDURBAR",425412,NANDURBAR,,India,Unregistered,TRUE,Gujarat
T2RB,BAREILLY METRO CASH & CARRY INDIA PVT LTD (RELIANC,"FARIDPUR- BUKHARA ROAD, NEAR ITBP CAMP BAREILLY-",243001,BAREILY,,India,Unregistered,TRUE,Gujarat
T2TD,STORE NAGPUR,"PSK12 GRAM PNCHYT KHUMARI TAL KAMLESHWAR, KALAMESHWAR(MAHARASHTRA)-441502",441502,KALAMESHWAR,,India,Unregistered,TRUE,Gujarat
T2XD,RJ.BHILWARA,"PLOT NO- B-1, HAMIRGARH ROAD, BHILWARA",311001,BHILWARA,,India,Unregistered,TRUE,Gujarat
T3DM,METRO CASH & CARRY STORE SONIPAT,CITY MALL TARANA ROAD NEAR BUS STAND SONIPAT HARYANA,131001,SONIPAT,,India,Unregistered,TRUE,Gujarat
T3DR,METRO CASH & CARRY INDIA PVT.LTD,"PLOT NO.1/1 SSGT ROAD, GHAZIABAD -201009 UTTAR PRADESH",201009,GHAZIABAD,,India,Unregistered,TRUE,Gujarat
T5GJ,"RELIANCE RETAIL, OPPOSITE COMMANDO",COMPLEX. BAHADARGARH PATIALA.,147021,PATIALA,,India,Unregistered,TRUE,Gujarat
T5JG,STORE LUDHIANA DUGRI,"KHEWAT KHATONI NO. 88/91, VILLAGE DUGRI, HADBAST NO. 220, TEHSIL PAYAL, DISTRICT, LUDHIANA",141002,LUDHIANA,,India,Unregistered,TRUE,Gujarat
T5LA,RRL KOTA,GODOWN 1A 1B 1C CENTRAL WAREHOUSE INDRAPRASTHA MD AREA NR. DAKNIA RAILWAY STATION KOTA,324005,KOTA,,India,Unregistered,TRUE,Gujarat
T5MD,STORE AKOLA BALAPUR,"WH NO 1A 1B 2A 2B 3C ON G AND MIDDLE FL, MOUZA RIDHORA TEHSIL BALASPUR, SURVEY 59 1B GRAM PANCHYT HOUSE NO 706, BALAPUR, AKOLA, MAHARASHTRA, 444302",444302,AKOLA,,India,Unregistered,TRUE,Gujarat
T5ML,STORE SAHARANPUR,"3 A B D CENTRAL WAREHOUSE JANTA ROAD, SAHARANPUR UTTAR PRADESH",247001,SAHARANPUR,,India,Unregistered,TRUE,Gujarat
T5NE,"STORE NAGPUR,RELIANCE RETAIL LTD","SURVEY NO 41 42 1 42 2AND43 VILL KAKROD, S NO 471 1 472 473 474 474 476 MOHPA, PSK12 GRAM PNCHYT KHUMARI TAL KAMLESHWAR NAGPUR- MAHARASHTRA",441502,NAGPUR,,India,Unregistered,TRUE,Gujarat
T5OB,JODHPUR BASNI,"PLOT NO B8 C9 AND 10 A, INDUSTRIAL AREA PHASE 1, BASNI, JODHPUR RAJASTHAN",342005,JODHPUR,,India,Unregistered,TRUE,Gujarat
T5OO,RELIANCE RETAIL LTD KHASRA NO- 1234/3/1,NEAR BAPU ASHARAM RAJOKARI VILLAGENEW DELHI-110038,110038,DELHI,,India,Unregistered,TRUE,Gujarat
T88Q,NAUPADA,"BLDG NR MAA DAKHINA KALI TEMPLE PLOT 1254 KHATA NO 678/85 STITIBANBODEN CHOWK KHARIAR UNIT 1 NAUPADA, KHARIAR",766107,THANE,,India,Unregistered,TRUE,Gujarat
T8WP,"RRL CENTRO-PUNE-MSM PARANJAPE,RELIANCE RETAIL LIMI","CENTRO MSM PARANJAPE MALL, CTS NO 25/20 PLOT 25-C OFF KARVE ROAD, NEAR MES COLLAGE PUNE PUNE",411004,PUNE,,India,Unregistered,TRUE,Gujarat
TAL8,"RRL RAIPUR VF DC VS,","RRL RAIPUR VF DC VS, RRL VF DC KHASRA NO 684/1 TO 684/7, NEAR FLYOVER RING RD N3 RAIPUR, RAIPUR(CHHATTISGARH)-493111",493111,RAIPUR,,India,Unregistered,TRUE,Gujarat
TB32,RRL PUNE WAGHOLI CPC,RELIANCE RETAIL LIMITED GATE NO.511 KATKEWADI VILLAGE-WAGHOLI TALUKA - HAVELI PUNE,412207,PUNE,,India,Unregistered,TRUE,Gujarat
TB35,"RRL BAMNOLI, DELHI",NA,110033,DELHI,,India,Unregistered,TRUE,Gujarat
TNB1,STORE AMRITSAR,"AJNALA ROAD, MIRAKOT E-GROCERY FC AJNALA ROAD",143001,AMRITSAR,,India,Unregistered,TRUE,Gujarat
TNB6,SMART SUZUKI COLONY,BHILWARA,311001,BHILWARA,,India,Unregistered,TRUE,Gujarat
TNJ5,RRL SMART SAKINAKA HUB SPACE,SAKINAKA,400072,MUMBAI,,India,Unregistered,TRUE,Gujarat
TUMKUR,DJ BROTHERS,"INDIA FOOD PARK, PLOT NO.33. VASANTHANARSAPURA, KIADB INDUSTRIAL AREA PHASE LLL, KORA HOBLI, TUMKUR TALUK, TUMKUR DISTRICT",572138,TUMKUR,,India,Unregistered,TRUE,Gujarat
TXIX,RRL,NOIDA GAUTHAM BUDDHA NAGAR UTTAR PRADESH,201301,NOIDA,,India,Unregistered,TRUE,Gujarat
UDRI,AMAZON SELLER UDAIPUR,"PLOT NO. A-11, MEWAR INDUSTRIAL AREA, MADRI, UDAIPUR, RAJASTHAN 313001",313001,UDAIPUR,,India,Unregistered,TRUE,Gujarat
UJJAIN,MANGALMURTHI,MANGALMURTHI WAREHOUSE VILLAGE UNDASA TARANA ROAD UJJAIN,456006,UJJAIN,,India,Unregistered,TRUE,Gujarat
V012,RRL DIGITAL KURKUMBH,"NDC-2, D1 KURKUMBH MIDC INDUSTRIAL PUNE SOLAPUR HIGHWAY, KURKUMBH",413802,KURKUMBH,,India,Unregistered,TRUE,Gujarat
V027,A.R. ENTERPRISESE,"74, SITE-C UPSIDC INDUSTRIAL AREA SIKANDRA AGRA UTTAR PRADESH",282007,AGRA,,India,Unregistered,TRUE,Gujarat
V1JU,RRL SUPER RP BAGH,RRL SUPER RP BAGH - VS NEW DELHI,110033,DELHI,,India,Unregistered,TRUE,Gujarat
VASHI MKT,"RRL, TURBHE, VASHI","APMC. FRUITS MARKET, SECTOR-19, TURBHE, VASHI",400705,NAVI MUMBAI,,India,Unregistered,TRUE,Gujarat
VIDEOTEX,VIDEOTEX INTERNATIONAL PVT LTD,"347-C, UDYOG KENDRA-II, ECOTECH-III, G.NOIDA, U.P",201306,NOIDA,,India,Unregistered,TRUE,Gujarat
VIJAY LUDH,VIJAY VALLABH HOSIERY FACTORY,B-XXIV-3442/2H GALI NO-6 MAHAVIR JAIN COLONY SUNDER NAGAR LUDHIANA PUNJAB,141007,LUDHIANA,,India,Unregistered,TRUE,Gujarat
VLCK,RELIANCE RETAIL LTD HARIDWAR FC,"RELIANCE RETAIL LIMITED HARIDWAR FC KHASRA NO. 1828 - 1830 NEAR PRINCE PIPE GATE -4, DENSO CHOWK, BAHADRABAD SALEMPUR MEHDOOD IP-II HARIDWAR, UTTARAKHAND",249402,HARIDWAR,,India,Unregistered,TRUE,Gujarat
VV9A,RRL VF MP KHAMKHEDA GROCERY DC,"RRL VLG KHAMKHEDA GOHARGANJ RAISEN, HUZUR(MADHYA PRADESH)",462046,HUZUR,,India,Unregistered,TRUE,Gujarat
VX9C,AMBALA,"RELIANCE RETAIL 616/794, VILLAGE MOHRA, HADBAST NO. 188 AMBALA",133004,AMBALA,,India,Unregistered,TRUE,Gujarat
WALUJ,RRL AURANGABAD,RELIANCE RETAIL LIMITED GUT NO 49 OPP GARWARE HYTECH FILLING AT NAIGAON POST WALUJ TAL GAANGAPUR DIST AURANGABAD PUNE NAGAR HIGHWAY,431133,AURANGABAD,,India,Unregistered,TRUE,Gujarat
Y126,"RELIANCE RETAIL LTD, RFL PANVEL","DRY WAREHOUSE C/O. SAASTHA WAREHOUSING LIMITED AT BHINGAR POST : AJIWALI, TAL. PANVEL, MAHARASHTRA",410206,PANVEL,,India,Unregistered,TRUE,Gujarat
Y344,LOGISTICS PARK (INDIA) PVT. LTD,LOGISTICS PARK (INDIA) PVT. LTD VILLAGE - NIMJI DIST - NAGPUR TALUKA - KALMESHWAR,441501,NAGPUR,,India,Unregistered,TRUE,Gujarat
Y456,M/S JOLLY ICE AND COLD STORAGE DELHI,RRL COLD STORAGE C/O M/S JOLLY ICE & COLD STORAGE,110035,DELHI,,India,Unregistered,TRUE,Gujarat
Y481,PCS RAI,"PLOT NO 401, PHASE V, FOOD PARK, HSIIDC INDUSTRIAL ESTATE RAI, OPP YAKULT MILK DAIRY",131029,SONIPAT,,India,Unregistered,TRUE,Gujarat
Y726,DC PATAUDI,"TAJNAGAR ROAD, JAMALPUR CHOWK",123502,GURUGRAM,,India,Unregistered,TRUE,Gujarat
Y734,DC,"19/8 MILESTONE, SAAD WAREHOUSE, VILLAGE CHHAN",462047,BHOPAL,,India,Unregistered,TRUE,Gujarat
YAVATMAL,YAVATMAL,"PT NO C 162 C-ZONE YAVATMAL, MIDC MOUZA LOHARA",445001,YAVATMAL,,India,Unregistered,TRUE,Gujarat
YPA2,RRL HYDERABAD,"RELIANCE RETAIL LTD PUDUR VILLAGE, R.R DIST, MEDCHAL MANDAL, HYDERABAD, TELANGANA",501401,HYDERABAD,,India,Unregistered,TRUE,Gujarat
ZYD0,ZYD0 RELIANCE RETAIL LTD,8 PLOT NO TC 58 59V ELDECO CORPORATE CHAMBER 2 HASE VIBHUTI KHAND GOMTI NAGAR LUCKNOW,226010,LUCKNOW,,India,Unregistered,TRUE,Gujarat
ZYD1,RRL HARIDWAR,KHATA NO 443KA/446/452/447 GHA NIRANJANPUR NIRANJANPUR GMS ROAD DEHRADUN,248001,HARIDWAR,,India,Unregistered,TRUE,Gujarat
ZYE2,SHIVANI DETERGENTS PVT. LTD,"UNIT-II, SECTOR-2, PITHAMPUR DIST. DHAR. MP",454775,INDORE,,India,Unregistered,TRUE,Gujarat
ZYE3,"JAIN FARM FRESH FOODS LTD,",GAT NO. 139/2 JAIN FOOD PARK JAIN VALLEY SHIRSOLI ROAD JALGAON MAHARASHTRA -,425001,JALGAON,,India,Unregistered,TRUE,Gujarat
